postcode,place,location_raw,address_raw,accepts_minigolf_card,has_club,course_types,approved_course_types,detail_url,source_plz_group,source_url,place_raw,place_addon,street_name,house_number,house_number_addon,address_extra,address_type,resolved_place,district,state,county,country,country_code,latitude,longitude,geocode_query,geocode_display_name,geocode_source,venue_name,venue_category,venue_website,venue_phone,venue_opening_hours,venue_wikipedia,venue_wikidata,osm_id,osm_type,osm_class,detail_address,detail_phone,detail_fax,detail_website,detail_email,detail_opening_hours,detail_facility_type,detail_additional_offers
32289,Rödinghausen,32289 Rödinghausen,Zum Nonnenstein 21,false,false,unknown,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Rödinghausen,,Zum Nonnenstein,21,,,street_address,Rödinghausen,,Nordrhein-Westfalen,Kreis Herford,Deutschland,DE,52.2577221,8.4722803,"Zum Nonnenstein 21, 32289 Rödinghausen, Germany","DJH-Rödinghausen, 21, Zum Nonnenstein, Rödinghausen, Kreis Herford, Nordrhein-Westfalen, 32289, Deutschland",nominatim,DJH-Rödinghausen,hostel,http://www.jugendheim-roedinghausen.de/,+49 5746 8173,,de:Jugendherberge Rödinghausen,Q1251230,12423051040,node,,,,,,,,,
32312,Lübbecke- Nettelstedt,32312 Lübbecke- Nettelstedt,Husener Str. 14a,false,false,eternit,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Lübbecke- Nettelstedt,,Husener Straße,14,a,,street_address,Lübbecke,Nettelstedt,Nordrhein-Westfalen,Kreis Minden-Lübbecke,Deutschland,DE,52.3047881,8.7071421,"Husener Str. 14 a, 32312 Lübbecke- Nettelstedt, Germany","Hundesport Akademie Westfalen, 14a, Husener Straße, Nettelstedt, Lübbecke, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32312, Deutschland",nominatim,Hundesport Akademie Westfalen,sports_centre,,,,,,4254265358,node,,,,,,,,,
32361,Preußisch Oldendorf,32361 Preußisch Oldendorf,Eggetaler Str. 69,false,false,sonstige,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Preußisch Oldendorf,,Eggetaler Straße,69,,,street_address,Preußisch Oldendorf,Börninghausen,Nordrhein-Westfalen,Kreis Minden-Lübbecke,Deutschland,DE,52.2778167,8.4842149,"Eggetaler Str. 69, 32361 Preußisch Oldendorf, Germany","69, Eggetaler Straße, Börninghausen, Eininghausen, Preußisch Oldendorf, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32361, Deutschland",nominatim,,yes,,,,,,367575627,way,,,,,,,,,
32361,Preußisch Oldendorf,32361 Preußisch Oldendorf,Am Golfplatz 8,false,false,eternit,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Preußisch Oldendorf,,Am Golfplatz,8,,,street_address,Preußisch Oldendorf,Preussisch Oldendorf,Nordrhein-Westfalen,Kreis Minden-Lübbecke,Deutschland,DE,52.2969863,8.4871851,"Am Golfplatz 8, 32361 Preußisch Oldendorf, Germany","8, Am Golfplatz, Preussisch Oldendorf, Preußisch Oldendorf, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32361, Deutschland",nominatim,,yes,,,,,,367613480,way,,,,,,,,,
32369,Rahden,32369 Rahden,Schnakenpohl 3,false,false,unknown,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Rahden,,Schnakenpohl,3,,,street_address,Rahden,Varl,Nordrhein-Westfalen,Kreis Minden-Lübbecke,Deutschland,DE,52.4219936,8.5628769,"Schnakenpohl 3, 32369 Rahden, Germany","Zum goldenen Hecht, 3, Schnakenpohl, Varl, Rahden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32369, Deutschland",nominatim,Zum goldenen Hecht,restaurant,,+49 5771 2140,,,,448714332,way,,,,,,,,,
32423,Minden,32423 Minden,Weserpromenade 6,false,false,unknown,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Minden,,Weserpromenade,6,,,street_address,Minden,Innenstadt,Nordrhein-Westfalen,Kreis Minden-Lübbecke,Deutschland,DE,52.2804528,8.9195079,"Weserpromenade 6, 32423 Minden, Germany","Minigolf Minden, 6, Weserpromenade, Innenstadt, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32423, Deutschland",nominatim,Minigolf Minden,miniature_golf,http://www.minigolf-minden.de/,,,,,111659763,way,,,,,,,,,
32457,Porta Westfalica,32457 Porta Westfalica,Am Schwimmbad 15,false,false,eternit,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Porta Westfalica,,Am Schwimmbad,15,,,street_address,Porta Westfalica,Hausberge,Nordrhein-Westfalen,Kreis Minden-Lübbecke,Deutschland,DE,52.2274798,8.9369781,"Am Schwimmbad 15, 32457 Porta Westfalica, Germany","Am Schwimmbad, Hausberge, Porta Westfalica, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32457, Deutschland",nominatim,Am Schwimmbad,residential,,,,,,24400054,way,,,,,,,,,
32469,Petershagen,32469 Petershagen,Hopfenbergstr. 3,false,false,eternit,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Petershagen,,Hopfenbergstraße,3,,,street_address,Petershagen,Hopfenberg,Nordrhein-Westfalen,Kreis Minden-Lübbecke,Deutschland,DE,52.3862032,8.9576397,"Hopfenbergstr. 3, 32469 Petershagen, Germany","Pension Ketteniß, 3, Hopfenbergstraße, Hopfenberg, Petershagen, Eldagsen, Petershagen, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32469, Deutschland",nominatim,Pension Ketteniß,guest_house,,+49 5707 80362,,,,41380709,way,,,,,,,,,
32545,Bad Oeynhausen,32545 Bad Oeynhausen,Im Siekertal 4,false,false,beton,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Bad Oeynhausen,,Im Siekertal,4,,,street_address,Bad Oeynhausen,Bad Oeynhausen,Nordrhein-Westfalen,Kreis Minden-Lübbecke,Deutschland,DE,52.1940627,8.7913639,"Im Siekertal 4, 32545 Bad Oeynhausen, Germany","4, Im Siekertal, Bad Oeynhausen, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32545, Deutschland",nominatim,,house,,,,,,4479467245,node,,,,,,,,,
32547,Bad Oeynhausen,32547 Bad Oeynhausen,Königstr. 45,false,false,sonstige,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Bad Oeynhausen,,Königstraße,45,,,street_address,Bad Oeynhausen,Bad Oeynhausen,Nordrhein-Westfalen,Kreis Minden-Lübbecke,Deutschland,DE,52.2057287,8.8096291,"Königstr. 45, 32547 Bad Oeynhausen, Germany","Felsmeister Boulderhalle Bad Oeynhausen, 45, Königstraße, Bad Oeynhausen, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32547, Deutschland",nominatim,Felsmeister Boulderhalle Bad Oeynhausen,sports_centre,https://felsmeister.de/,,"Mo-Fr 14:00-21:30, Sa,Su 10:00-21:00",,,545812487,way,,,,,,,,,
32584,Löhne,32584 Löhne,Albert-Schweitzer-Straße 8,false,true,eternit,eternit,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Löhne,,Albert-Schweitzer-Straße,8,,,street_address,Löhne,Gohfeld,Nordrhein-Westfalen,Kreis Herford,Deutschland,DE,52.2002413,8.7269126,"Albert-Schweitzer-Straße 8, 32584 Löhne, Germany","Albert-Schweitzer-Straße, Mahnen, Gohfeld, Löhne, Kreis Herford, Nordrhein-Westfalen, 32584, Deutschland",nominatim,Albert-Schweitzer-Straße,secondary,,,,,,541716997,way,,,,,,,,,
32602,Vlotho-Borlefzen,32602 Vlotho-Borlefzen,Campingplatz Borlefzen,false,false,beton,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Vlotho-Borlefzen,,,,,Campingplatz Borlefzen,named_place,,,,,Germany,DE,,,,,,,,,,,,,,,,,,,,,,,
32676,Lügde,32676 Lügde,Am Golfplatz 1,false,false,eternit,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Lügde,,Am Golfplatz,1,,,street_address,Lügde,,Nordrhein-Westfalen,Kreis Lippe,Deutschland,DE,51.9644698,9.2241395,"Am Golfplatz 1, 32676 Lügde, Germany","Hotel Kempenhof, 1, Am Golfplatz, Lügde, Kreis Lippe, Nordrhein-Westfalen, 32676, Deutschland",nominatim,Hotel Kempenhof,hotel,http://www.kempenhof.de/,+49 5281 8647,,,,331215299,way,,,,,,,,,
32699,Extertal,32699 Extertal,Siegfried-Helbich-Str. 1,false,false,unknown,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Extertal,,Siegfried-Helbich-Straße,1,,,street_address,Rott,,Nordrhein-Westfalen,Kreis Lippe,Deutschland,DE,52.1342495,9.1253087,"Siegfried-Helbich-Str. 1, 32699 Extertal, Germany","1, Siegfried-Helbich-Straße, Rott, Extertal, Kreis Lippe, Nordrhein-Westfalen, 32699, Deutschland",nominatim,,yes,,,,,,315590042,way,,,,,,,,,
32758,Detmold,32758 Detmold,Blomberger Straße 65 a,true,false,eternit|sonstige,eternit|sonstige,https://www.minigolfsport.de/minigolfatlas-detail.php?url=detmold,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Detmold,,Blomberger Straße,65,a,,street_address,Detmold,Rödlinghausen,Nordrhein-Westfalen,Kreis Lippe,Deutschland,DE,51.9334101,8.8954388,"Blomberger Straße 65 a, 32758 Detmold, Germany","Minigolfplatz, 65a, Blomberger Straße, Rödlinghausen, Detmold-Nord, Detmold, Kreis Lippe, Nordrhein-Westfalen, 32760, Deutschland",nominatim,Minigolfplatz,miniature_golf,,+49 178 4551228,Mo-Fr 14:00-sunset; Sa 13:00-sunset; Su 10:00-sunset; SH 10:00-sunset,,,288615009,way,,"32760 Detmold, Blombergstr. 65A",0178 / 4551228,,,,"Nebensaison (März + Oktober):, Montag bis Freitag ab 14.00 Uhr, Samstag und Sonntag ab 13.00 Uhr, , Hauptsaison (April bis September):, Montag bis Freitag ab 14.00 Uhr, Samstag ab 13.00 Uhr, Sonntag ab 10.00 Uhr, , Sommerferien:, täglich ab 10.00 Uhr, , Achtung: , Feiertag ist gleich Sonntag!, Abends immer bis zum Dunkelwerden geöffnet.","System Eternit , System Cobi","Getränke und Eis, Kinderspielplatz, Busanbindung, Parkplätze und Toiletten vorhanden. Schwimmbadnähe., Die Minigolfcard zum preisreduzierten Spielen wird akzeptiert."
32805,Horn,32805 Horn - Bad Meinberg,Pyrmonterstraße/Ecke Parkstraße 35,true,false,sonstige,sonstige,https://www.minigolfsport.de/minigolfatlas-detail.php?url=horn-bad-meinberg,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Horn - Bad Meinberg,Bad Meinberg,Parkstraße,35,,,street_address,Bad Meinberg,Bad Meinberg,Nordrhein-Westfalen,Kreis Lippe,Deutschland,DE,51.8959319,8.9855923,"Minigolf, 32805 Horn, Germany","Minigolf, Parkstraße, Bad Meinberg, Horn-Bad Meinberg, Kreis Lippe, Nordrhein-Westfalen, 32805, Deutschland",nominatim,Minigolf,miniature_golf,,,,,,39092553,way,,"32805 Horn-Bad-Meinberg, Pyrmonter Str. / Ecke Parkstr. 35",0162 / 7422475,,,,"Montag - Freitag ab 14 Uhr, Samstag ab 13 Uhr, Sonntag ab 11 Uhr, In den Sommerferien täglich ab 13 Uhr und Sonntag ab 11 Uhr, Abends immer bis zum Dunkelwerden geöffnet",System Eternit,"Tischtennis, Getränke, Eis., Kinderspielplatz (Schaukel), Parkplätze, Toiletten und Busanbindung vorhanden. Schwimmbad in der Nähe, , Die Minigolfcard zum preisreduzierten Spielen wird akzeptiert."
32816,Schieder-Schwalenberg,32816 Schieder-Schwalenberg,Kronenbruch 3,false,false,eternit,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Schieder-Schwalenberg,,Kronenbruch,3,,,street_address,Schieder-Schwalenberg,,Nordrhein-Westfalen,Kreis Lippe,Deutschland,DE,51.9218285,9.1644005,"Kronenbruch 3, 32816 Schieder-Schwalenberg, Germany","Kronenbruch 3, Kronenbruch, Freizeitzentrum SchiederSee, Schieder, Schieder-Schwalenberg, Kreis Lippe, Nordrhein-Westfalen, 32816, Deutschland",nominatim,Kronenbruch 3,post_box,,,,,,321266819,node,,,,,,,,,
32825,Blomberg,32825 Blomberg,Walkenmühle 12,false,false,beton,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Blomberg,,Walkenmühle,12,,,street_address,Blomberg,Blomberg,Nordrhein-Westfalen,Kreis Lippe,Deutschland,DE,51.9516702,9.0998744,"Walkenmühle 12, 32825 Blomberg, Germany","12, Walkenmühle, Blomberg, Kreis Lippe, Nordrhein-Westfalen, 32825, Deutschland",nominatim,,yes,,,,,,256779423,way,,,,,,,,,
33014,Bad Driburg,33014 Bad Driburg,Georg-Nave-Straße 25,false,false,eternit,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Bad Driburg,,Georg-Nave-Straße,25,,,street_address,Bad Driburg,Bad Driburg,Nordrhein-Westfalen,Kreis Höxter,Deutschland,DE,51.7398101,9.0252458,"Georg-Nave-Straße 25, 33014 Bad Driburg, Germany","25, Georg-Nave-Straße, Bad Driburg, Kreis Höxter, Nordrhein-Westfalen, 33014, Deutschland",nominatim,,yes,,,,,,256382963,way,,,,,,,,,
33034,Brakel,33034 Brakel,Heinefelder Weg,false,false,eternit,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Brakel,,Heinefelder Weg,,,,street_without_number,Brakel,Brakel,Nordrhein-Westfalen,Kreis Höxter,Deutschland,DE,51.7204537,9.1871255,"Heinefelder Weg, 33034 Brakel, Germany","Heinefelder Weg, Brakel, Kreis Höxter, Nordrhein-Westfalen, 33034, Deutschland",nominatim,Heinefelder Weg,residential,,,,,,172347899,way,,,,,,,,,
33100,Paderborn,33100 Paderborn,Auf der Lieth 5,false,true,beton,beton,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Paderborn,,Auf der Lieth,5,,,street_address,Paderborn,Paderborn,Nordrhein-Westfalen,Kreis Paderborn,Deutschland,DE,51.7140459,8.7911534,"Auf der Lieth 5, 33100 Paderborn, Germany","Minigolf Auf der Lieth, 5, Auf der Lieth, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33100, Deutschland",nominatim,Minigolf Auf der Lieth,miniature_golf,https://minigolf-paderborn.de/,+49 5251 65060,Mo-Sa 15:00+; Su 11:00+; Nov-Feb off,,,283380465,way,,,,,,,,,
33102,Paderborn,33102 Paderborn,Dubelohstraße 25,false,true,beton,beton,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Paderborn,,Dubelohstraße,25,,,street_address,Paderborn,Paderborn,Nordrhein-Westfalen,Kreis Paderborn,Deutschland,DE,51.7370853,8.736663,"Dubelohstraße 25, 33102 Paderborn, Germany","Adventuregolf Paderborn, 25, Dubelohstraße, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33102, Deutschland",nominatim,Adventuregolf Paderborn,miniature_golf,https://www.adventuregolf-paderborn.de,,off,,,260896687,way,,,,,,,,,
33102,Paderborn,33102 Paderborn,Auf der Lieth 5,false,false,beton,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Paderborn,,Auf der Lieth,5,,,street_address,Paderborn,Paderborn,Nordrhein-Westfalen,Kreis Paderborn,Deutschland,DE,51.7140459,8.7911534,"Auf der Lieth 5, 33102 Paderborn, Germany","Minigolf Auf der Lieth, 5, Auf der Lieth, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33100, Deutschland",nominatim,Minigolf Auf der Lieth,miniature_golf,https://minigolf-paderborn.de/,+49 5251 65060,Mo-Sa 15:00+; Su 11:00+; Nov-Feb off,,,283380465,way,,,,,,,,,
33106,Paderborn,33106 Paderborn,Sennelagerstr. 66,false,false,eternit,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Paderborn,,Sennelagerstraße,66,,,street_address,Paderborn,Sande,Nordrhein-Westfalen,Kreis Paderborn,Deutschland,DE,51.7612379,8.6827663,"Sennelagerstr. 66, 33106 Paderborn, Germany","66, Sennelagerstraße, Sande, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33106, Deutschland",nominatim,,retail,,,,,,43563239,way,,,,,,,,,
33129,Delbrück,33129 Delbrück - Westenholz,Wiebelerstraße 24,false,false,eternit|sonstige,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Delbrück - Westenholz,Westenholz,Wiebeler Straße,24,,,street_address,Delbrück,Westenholz,Nordrhein-Westfalen,Kreis Paderborn,Deutschland,DE,51.7515179,8.454995,"Wiebelerstraße 24, 33129 Delbrück - Westenholz, Germany","24, Wiebeler Straße, Westenholz, Delbrück, Kreis Paderborn, Nordrhein-Westfalen, 33129, Deutschland",nominatim,,house,,,,,,629393720,way,,,,,,,,,
33165,Lichtenau Herbram-Wald,33165 Lichtenau Herbram-Wald,Klostermann-Weg 1,false,false,eternit,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Lichtenau Herbram-Wald,,Klostermann-Weg,1,,,street_address,Herbram-Wald,Herbram,Nordrhein-Westfalen,Kreis Paderborn,Deutschland,DE,51.6737905,8.9623855,"Klostermann-Weg 1, 33165 Lichtenau Herbram-Wald, Germany","Klostermann-Weg, Herbram, Herbram-Wald, Lichtenau, Kreis Paderborn, Nordrhein-Westfalen, 33165, Deutschland",nominatim,Klostermann-Weg,residential,,,,,,39267615,way,,,,,,,,,
33181,Bad Wünnenberg,33181 Bad Wünnenberg,In den Erlen (Freibad),false,false,eternit,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Bad Wünnenberg,,,,,"In den Erlen, Freibad",named_place,,,,,Germany,DE,,,,,,,,,,,,,,,,,,,,,,,
33330,Gütersloh,33330 Gütersloh,Yorckstraße (Mohnspark) 8,false,false,eternit,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Gütersloh,,Yorckstraße,8,,Mohnspark,street_address,Gütersloh,Blankenhagen,Nordrhein-Westfalen,Kreis Gütersloh,Deutschland,DE,51.9177713,8.3824143,"Yorckstraße 8, 33330 Gütersloh, Germany","8, Yorckstraße, Blankenhagen, Gütersloh, Kreis Gütersloh, Nordrhein-Westfalen, 33330, Deutschland",nominatim,,retail,,,,,,148900383,way,,,,,,,,,
33332,Gütersloh,33332 Gütersloh,Parkstrasse 35,false,false,beton,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Gütersloh,,Parkstraße,35,,,street_address,Gütersloh,Sundern,Nordrhein-Westfalen,Kreis Gütersloh,Deutschland,DE,51.8979089,8.3904795,"Parkstrasse 35, 33332 Gütersloh, Germany","Parkstraße, Sundern, Gütersloh, Kreis Gütersloh, Nordrhein-Westfalen, 33332, Deutschland",nominatim,Parkstraße,living_street,,,,,,244997119,way,,,,,,,,,
33378,Rheda-Wiedenbrück,33378 Rheda-Wiedenbrück,Emsweg,false,false,unknown,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Rheda-Wiedenbrück,,Emsweg,,,,street_without_number,Rheda-Wiedenbrück,Rheda,Nordrhein-Westfalen,Kreis Gütersloh,Deutschland,DE,51.8449036,8.2984069,"Emsweg, 33378 Rheda-Wiedenbrück, Germany","Emsweg, Rheda, Rheda-Wiedenbrück, Kreis Gütersloh, Nordrhein-Westfalen, 33378, Deutschland",nominatim,Emsweg,residential,,,,,,80193315,way,,,,,,,,,
33428,Harsewinkel,33428 Harsewinkel,Münsterstraße 111,false,false,beton,beton,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Harsewinkel,,Münsterstraße,111,,,street_address,Harsewinkel,Harsewinkel,Nordrhein-Westfalen,Kreis Gütersloh,Deutschland,DE,51.9642505,8.2021407,"Münsterstraße 111, 33428 Harsewinkel, Germany","Münsterstraße, Harsewinkel, Kreis Gütersloh, Nordrhein-Westfalen, 33428, Deutschland",nominatim,Münsterstraße,primary,,,,,,129464209,way,,,,,,,,,
33607,Bielefeld,33607 Bielefeld,Kuckucksweg 2,false,false,unknown,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Bielefeld,,Kuckucksweg,2,,,street_address,Bielefeld,Mitte,Nordrhein-Westfalen,,Deutschland,DE,52.0233685,8.5841615,"Kuckucksweg 2, 33607 Bielefeld, Germany","2, Kuckucksweg, Mitte, Bielefeld, Nordrhein-Westfalen, 33607, Deutschland",nominatim,,apartments,,,,,,160821144,way,,,,,,,,,
33607,Bielefeld,33607 Bielefeld,Am Venn 16,false,false,sonstige,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Bielefeld,,Am Venn,16,,,street_address,Bielefeld,Mitte,Nordrhein-Westfalen,,Deutschland,DE,52.0274709,8.5774433,"Am Venn 16, 33607 Bielefeld, Germany","16, Am Venn, Mitte, Bielefeld, Nordrhein-Westfalen, 33607, Deutschland",nominatim,,yes,,,,,,160691741,way,,,,,,,,,
33609,Bielefeld,33609 Bielefeld,Loheide 22a,false,false,eternit,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Bielefeld,,Loheide,22,a,,street_address,Bielefeld,Jöllenbeck,Nordrhein-Westfalen,,Deutschland,DE,52.0591449,8.5590593,"Loheide 22 a, 33609 Bielefeld, Germany","Seekrug, 22a, Loheide, Jöllenbeck, Bielefeld, Nordrhein-Westfalen, 33609, Deutschland",nominatim,Seekrug,restaurant,https://seekrug.com/,+49 521 81081,Mo-Su 10:00-22:00,,,288522601,node,,,,,,,,,
33609,Bielefeld,33609 Bielefeld,Stadtheider Str. 14,false,false,sonstige,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Bielefeld,,Stadtheider Straße,14,,,street_address,Bielefeld,Mitte,Nordrhein-Westfalen,,Deutschland,DE,52.0381499,8.5535372,"Stadtheider Str. 14, 33609 Bielefeld, Germany","LaserZone Bielefeld LaserTag, 14, Stadtheider Straße, Mitte, Bielefeld, Nordrhein-Westfalen, 33609, Deutschland",nominatim,LaserZone Bielefeld LaserTag,sports_centre,https://www.laserzone.de/,+49 521 14259130,,,,246576065,way,,,,,,,,,
33613,Bielefeld,33613 Bielefeld,Bünder Str. 25A,false,false,filz,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Bielefeld,,Bünder Straße,25,a,,street_address,Bielefeld,Mitte,Nordrhein-Westfalen,,Deutschland,DE,52.0384908,8.529669,"Bünder Str. 25 A, 33613 Bielefeld, Germany","Filz-Miniaturgolfanlage Nordpark, 25a, Bünder Straße, Mitte, Bielefeld, Nordrhein-Westfalen, 33613, Deutschland",nominatim,Filz-Miniaturgolfanlage Nordpark,miniature_golf,https://minigolf-bielefeld.de/nordpark,+49 521 9850664,"Apr-Oct Mo-Sa 14:00-20:00; Sa 14:00-20:00; Su,PH 11:00-20:00",,,267159180,way,,,,,,,,,
33647,Bielefeld,33647 Bielefeld,Kollostr.,false,false,sonstige,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Bielefeld,,Kollostraße,,,,street_without_number,Bielefeld,Brackwede,Nordrhein-Westfalen,,Deutschland,DE,51.9893079,8.5133239,"Kollostr., 33647 Bielefeld, Germany","Kollostraße, Brackwede, Bielefeld, Nordrhein-Westfalen, 33647, Deutschland",nominatim,Kollostraße,residential,,,,,,22323438,way,,,,,,,,,
33659,Bielefeld,33659 Bielefeld,Friedhofstraße,false,false,eternit,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Bielefeld,,Friedhofstraße,,,,street_without_number,Bielefeld,Senne,Nordrhein-Westfalen,,Deutschland,DE,51.9662242,8.5212672,"Friedhofstraße, 33659 Bielefeld, Germany","Friedhofstraße, Senne, Bielefeld, Nordrhein-Westfalen, 33659, Deutschland",nominatim,Friedhofstraße,residential,,,,,,24971428,way,,,,,,,,,
33689,Sennestadt,33689 Sennestadt,Travestraße,false,false,beton,beton,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Sennestadt,,Travestraße,,,,street_without_number,Bielefeld,Sennestadt,Nordrhein-Westfalen,,Deutschland,DE,51.9534163,8.5905946,"Travestraße, 33689 Sennestadt, Germany","Travestraße, Sennestadt, Bielefeld, Nordrhein-Westfalen, 33689, Deutschland",nominatim,Travestraße,residential,,,,,,323234459,way,,,,,,,,,
33790,Halle,33790 Halle / Westfalen,Kalkstraße 1,false,true,eternit,eternit,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Halle / Westfalen,Westfalen,Kalkstraße,1,,,street_address,Halle (Westf.),Künsebeck,Nordrhein-Westfalen,Kreis Gütersloh,Deutschland,DE,52.0389148,8.3922765,"Kalkstraße 1, 33790 Halle / Westfalen, Germany","Minigolfpark Künsebeck, 1, Kalkstraße, Künsebeck, Halle (Westf.), Kreis Gütersloh, Nordrhein-Westfalen, 33790, Deutschland",nominatim,Minigolfpark Künsebeck,miniature_golf,http://mctigers.de/,+49 5201 70666,,,,387376718,way,,,,,,,,,
34131,Kassel,34131 Kassel,Baunsberg Straße 32,false,false,sonstige,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Kassel,,Baunsbergstraße,32,,,street_address,Baunatal,Altenbauna,Hessen,Landkreis Kassel,Deutschland,DE,51.2607054,9.414974,"Baunsberg Straße 32, 34131 Kassel, Germany","32, Baunsbergstraße, Altenbauna, Baunatal, Landkreis Kassel, Hessen, 34225, Deutschland",nominatim,,house,,,,,,204882785,way,,,,,,,,,
34212,Melsungen,34212 Melsungen,Dreuxallee 35,false,false,unknown,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Melsungen,,Dreuxallee,35,,,street_address,Melsungen,,Hessen,Schwalm-Eder-Kreis,Deutschland,DE,51.1226591,9.5526881,"Dreuxallee 35, 34212 Melsungen, Germany","35, Dreuxallee, Melsungen, Schwalm-Eder-Kreis, Hessen, 34212, Deutschland",nominatim,,shower,,,,,,10683715190,node,,,,,,,,,
34225,Baunatal,34225 Baunatal,Stadtpark,false,false,eternit,,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Baunatal,,Am Stadtpark,,,,street_without_number,Baunatal,Altenbauna,Hessen,Landkreis Kassel,Deutschland,DE,51.2584738,9.4111755,"Stadtpark, 34225 Baunatal, Germany","Am Stadtpark, Altenbauna, Baunatal, Landkreis Kassel, Hessen, 34225, Deutschland",nominatim,Am Stadtpark,residential,,,,,,663026038,way,,,,,,,,,
34246,Vellmar,34246 Vellmar,In der Aue,true,true,sonstige,sonstige,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Vellmar,,In der Aue,,,In der Aue,named_place,Vellmar,Niedervellmar,Hessen,Landkreis Kassel,Deutschland,DE,51.3591673,9.4742351,"In der Aue, 34246 Vellmar, Germany","In der Aue, Niedervellmar, Vellmar, Landkreis Kassel, Hessen, 34246, Deutschland",nominatim,In der Aue,residential,,,,,,24952323,way,,,,,,,,,
34253,Lohfelden,34253 Lohfelden,Am Stadion,false,true,eternit,eternit,,3,https://www.minigolfsport.de/minigolfatlas.php?plz=3,Lohfelden,,Am Stadion,,,Am Stadion,named_place,Lohfelden,,Hessen,Landkreis Kassel,Deutschland,DE,51.2789252,9.5424032,"Am Stadion, 34253 Lohfelden, Germany","Am Stadion, Ochshausen, Lohfelden, Landkreis Kassel, Hessen, 34253, Deutschland",nominatim,Am Stadion,residential,,,,,,26143255,way,,,,,,,,,
